index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
961,"But it should also produce plans to protect people from tigers, Krishna Bhurtel, a village headman, told a Nepali newspaper.",int,59.64,1,29,20,20.0,1.45,"['also', 'produc', 'plan', 'protect', 'peopl', 'tiger', 'krishna', 'bhurtel', 'villag', 'headman', 'told', 'nepali', 'newspap']"
963,"Wildlife authorities captured a tiger after it killed two people, including a villager who was pulled from his bed in May.",int,67.08,1,30,21,21.0,1.4285714285714286,"['wildlif', 'author', 'captur', 'tiger', 'kill', 'two', 'peopl', 'includ', 'villag', 'wa', 'pull', 'hi', 'bed', 'may']"
964,"Diwakar Chapagain, who heads a World Wildlife Fund Nepal unit that monitors wildlife trade, said tiger skins were in demand in Tibet, where well-heeled people use them as festival costumes.",adv,57.95,1,42,30,30.0,1.4,"['diwakar', 'chapagain', 'head', 'world', 'wildlif', 'fund', 'nepal', 'unit', 'monitor', 'wildlif', 'trade', 'said', 'tiger', 'skin', 'demand', 'tibet', 'wellheel', 'peopl', 'use', 'festiv', 'costum']"
965,"Diwakar Chapagain, head of a World Wildlife Fund Nepal unit that monitors wildlife trade, said tiger skins were in demand in Tibet, where rich people use them as festival costumes.",int,57.95,1,41,30,30.0,1.3666666666666667,"['diwakar', 'chapagain', 'head', 'world', 'wildlif', 'fund', 'nepal', 'unit', 'monitor', 'wildlif', 'trade', 'said', 'tiger', 'skin', 'demand', 'tibet', 'rich', 'peopl', 'use', 'festiv', 'costum']"
967,"In Nepal, kings used to stand on tiger skins for special occasions.",int,84.68,1,15,12,12.0,1.25,"['nepal', 'king', 'use', 'stand', 'tiger', 'skin', 'special', 'occas']"
968,Tiger bones are in high demand for use in traditional Chinese medicines.,adv,76.22,1,17,12,12.0,1.4166666666666667,"['tiger', 'bone', 'high', 'demand', 'use', 'tradit', 'chines', 'medicin']"
969,Tiger bones are used in traditional Chinese medicines.,int,71.82,1,12,8,8.0,1.5,"['tiger', 'bone', 'use', 'tradit', 'chines', 'medicin']"
970,"The trade in tiger parts is lucrative and fetches thousands of dollars in illegal markets, Chapagain said, highlighting the threat tigers face. ",adv,49.15,1,35,22,22.0,1.5909090909090908,"['trade', 'tiger', 'part', 'lucr', 'fetch', 'thousand', 'dollar', 'illeg', 'market', 'chapagain', 'said', 'highlight', 'threat', 'tiger', 'face']"
971,"The trade in tiger parts is lucrative and fetches thousands of dollars in illegal markets, Chapagain said. ",int,54.22,1,28,17,17.0,1.6470588235294117,"['trade', 'tiger', 'part', 'lucr', 'fetch', 'thousand', 'dollar', 'illeg', 'market', 'chapagain', 'said']"
972,"On the market square in Rjukan stands a statue of the towns founder, a noted Norwegian engineer and industrialist called Sam Eyde.",adv,57.61,1,33,22,22.0,1.5,"['market', 'squar', 'rjukan', 'stand', 'statu', 'town', 'founder', 'note', 'norwegian', 'engin', 'industrialist', 'call', 'sam', 'eyd']"
973,"On the market square in Rjukan stands a statue of the towns founder, a respected Norwegian engineer and businessman called Sam Eyde.",int,57.61,1,32,22,22.0,1.4545454545454546,"['market', 'squar', 'rjukan', 'stand', 'statu', 'town', 'founder', 'respect', 'norwegian', 'engin', 'businessman', 'call', 'sam', 'eyd']"
974,"Behind him, to the south, rises the equally sheer 1,800-metre peak known as Gaustatoppen.",adv,74.19,1,20,14,14.0,1.4285714285714286,"['behind', 'south', 'rise', 'equal', 'sheer', 'metr', 'peak', 'known', 'gaustatoppen']"
975,"Behind him, to the south, rises the 1,800-metre peak known as Gaustatoppen.",int,76.22,1,17,12,12.0,1.4166666666666667,"['behind', 'south', 'rise', 'metr', 'peak', 'known', 'gaustatoppen']"
977,But one thing he couldnt do was change the sun.,int,103.63,1,11,10,10.0,1.1,"['one', 'thing', 'couldnt', 'wa', 'chang', 'sun']"
979,"grins Ingrid Sparbo, lifting her face to the light and closing her eyes.",int,83.66,1,17,13,13.0,1.3076923076923077,"['grin', 'ingrid', 'sparbo', 'lift', 'face', 'light', 'close', 'eye']"
981,Two young mothers bring their children into the square and stand in the sun.,int,91.11,1,17,14,14.0,1.2142857142857142,"['two', 'young', 'mother', 'bring', 'children', 'squar', 'stand', 'sun']"
982,"Across the road, in the Nye Tider caf, sits the man responsible for this unexpected access to happiness.",adv,61.67,1,27,18,18.0,1.5,"['across', 'road', 'nye', 'tider', 'caf', 'sit', 'man', 'respons', 'thi', 'unexpect', 'access', 'happi']"
983,"Across the road, in the Nye Tider caf, sits the man who created this unexpected happiness.",int,72.16,1,23,16,16.0,1.4375,"['across', 'road', 'nye', 'tider', 'caf', 'sit', 'man', 'creat', 'thi', 'unexpect', 'happi']"
985,"The idea of an artwork Andersen called the Solspeil, or Sun mirror, came to him at the end of one September: Every day, we would take our young child for a walk, he says, and, every day, I realized we were having to go a little further down the valley to find the sun.",int,42.05,1,69,54,54.0,1.2777777777777777,"['idea', 'artwork', 'andersen', 'call', 'solspeil', 'sun', 'mirror', 'came', 'end', 'one', 'septemb', 'everi', 'day', 'would', 'take', 'young', 'child', 'walk', 'say', 'everi', 'day', 'realiz', 'go', 'littl', 'valley', 'find', 'sun']"
986,"Throughout the seemingly endless intervening months, Andersen says, Wed look up and see blue sky above, and the sun high on the mountain slopes, but the only way we could get to it was to go out of town.",adv,57.27,1,50,39,39.0,1.2820512820512822,"['throughout', 'seemingli', 'endless', 'interven', 'month', 'andersen', 'say', 'wed', 'look', 'see', 'blue', 'sky', 'abov', 'sun', 'high', 'mountain', 'slope', 'onli', 'way', 'could', 'get', 'wa', 'go', 'town']"
987,"In the months between September and March, Andersen says, Wed look up and see blue sky above, and the sun high on the mountain slopes, but the only way we could get to it was to go out of town.",int,64.72,1,47,40,40.0,1.175,"['month', 'septemb', 'march', 'andersen', 'say', 'wed', 'look', 'see', 'blue', 'sky', 'abov', 'sun', 'high', 'mountain', 'slope', 'onli', 'way', 'could', 'get', 'wa', 'go', 'town']"
989,"Twelve years after he first dreamed of his Solspeil, a German company specializing in CSP  concentrated solar power  brought in, by helicopter, the three 17-sq-m glass mirrors that now stand high above the market square in Rjukan.",int,42.38,1,56,37,37.0,1.5135135135135136,"['twelv', 'year', 'first', 'dream', 'hi', 'solspeil', 'german', 'compani', 'special', 'csp', 'concentr', 'solar', 'power', 'brought', 'helicopt', 'three', 'sqm', 'glass', 'mirror', 'stand', 'high', 'abov', 'market', 'squar', 'rjukan']"
990,"Like many others, he felt the money could have been better spent elsewhere  on a couple of extra carers to look after Rjukans old people, perhaps, or improved school facilities, cycle paths, a bit of rural road resurfacing.",adv,41.37,1,57,38,38.0,1.5,"['like', 'mani', 'felt', 'money', 'could', 'better', 'spent', 'elsewher', 'coupl', 'extra', 'carer', 'look', 'rjukan', 'old', 'peopl', 'perhap', 'improv', 'school', 'facil', 'cycl', 'path', 'bit', 'rural', 'road', 'resurfac']"
991,"Like many others, he felt that the money should have been spent on other things  on extra carers to look after Rjukans old people, perhaps, or improved school facilities, cycle paths and roads.",int,54.9,1,47,33,33.0,1.4242424242424243,"['like', 'mani', 'felt', 'money', 'spent', 'thing', 'extra', 'carer', 'look', 'rjukan', 'old', 'peopl', 'perhap', 'improv', 'school', 'facil', 'cycl', 'path', 'road']"
993,"In his office overlooking the square, Rjukans young mayor, Steinar Bergsland, is interested not so much in the cost but in the benefits the mirrors might bring to the town.",int,57.95,1,41,30,30.0,1.3666666666666667,"['hi', 'offic', 'overlook', 'squar', 'rjukan', 'young', 'mayor', 'steinar', 'bergsland', 'interest', 'much', 'cost', 'benefit', 'mirror', 'might', 'bring', 'town']"
994,"A hi-tech company is interested in relocating to Rjukan, attracted by the cutting-edge technology on view at the top of the mountain and the publicity it has attracted.",adv,34.6,1,48,28,28.0,1.7142857142857142,"['hitech', 'compani', 'interest', 'reloc', 'rjukan', 'attract', 'cuttingedg', 'technolog', 'view', 'top', 'mountain', 'public', 'ha', 'attract']"
995,"A hi-tech company is interested in moving to Rjukan, attracted by the cutting-edge technology at the top of the mountain and the publicity it has attracted.",int,36.63,1,44,26,26.0,1.6923076923076923,"['hitech', 'compani', 'interest', 'move', 'rjukan', 'attract', 'cuttingedg', 'technolog', 'top', 'mountain', 'public', 'ha', 'attract']"
996,And just look out of the window.,adv,106.67,1,8,7,7.0,1.1428571428571428,"['look', 'window']"
997,"And, he says, just look out of the window.",int,104.64,1,10,9,9.0,1.1111111111111112,"['say', 'look', 'window']"
999,"Now its here, people love it.   ",int,56.93,1,10,6,6.0,1.6666666666666667,"['peopl', 'love']"
1001,"Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after delivering an election victory speech in Chicago in which he asked the country to unite behind him.",int,53.89,1,49,34,34.0,1.4411764705882353,"['barack', 'obama', 'flew', 'back', 'washington', 'hi', 'desk', 'oval', 'offic', 'wednesday', 'hour', 'deliv', 'elect', 'victori', 'speech', 'chicago', 'ask', 'countri', 'unit', 'behind']"
1002,"Unlike after his election in 2008, the President is unlikely to be given a honeymoon period.",adv,38.32,1,28,16,16.0,1.75,"['unlik', 'hi', 'elect', 'presid', 'unlik', 'given', 'honeymoon', 'period']"
1003,"Unlike after his election in 2008, the President is unlikely to get a honeymoon period.",int,47.79,1,26,15,15.0,1.7333333333333334,"['unlik', 'hi', 'elect', 'presid', 'unlik', 'get', 'honeymoon', 'period']"
1004,"While Obama easily beat off the challenge from his Republican opponent Mitt Romney, holding swing state after swing state, the election provided yet another reminder of just how divided America remains.",adv,31.55,1,54,31,31.0,1.7419354838709677,"['obama', 'easili', 'beat', 'challeng', 'hi', 'republican', 'oppon', 'mitt', 'romney', 'hold', 'swing', 'state', 'swing', 'state', 'elect', 'provid', 'yet', 'anoth', 'remind', 'divid', 'america', 'remain']"
1005,"While Obama easily beat his Republican opponent Mitt Romney, holding swing state after swing state, the election showed again how divided America remains.",int,39.67,1,40,23,23.0,1.7391304347826086,"['obama', 'easili', 'beat', 'hi', 'republican', 'oppon', 'mitt', 'romney', 'hold', 'swing', 'state', 'swing', 'state', 'elect', 'show', 'divid', 'america', 'remain']"
1006,"While the inauguration is not until January, in effect Obama embarked on his second term on Wednesday.",adv,45.76,1,29,17,17.0,1.7058823529411764,"['inaugur', 'januari', 'effect', 'obama', 'embark', 'hi', 'second', 'term', 'wednesday']"
1007,"While the inauguration is not until January, in effect Obama started his second term on Wednesday.",int,38.32,1,28,16,16.0,1.75,"['inaugur', 'januari', 'effect', 'obama', 'start', 'hi', 'second', 'term', 'wednesday']"
1008,"Having disappointed many supporters in his first term, he is looking now to establish a legacy that will transform him from a middling president into a great one.",adv,51.52,1,43,28,28.0,1.5357142857142858,"['disappoint', 'mani', 'support', 'hi', 'first', 'term', 'look', 'establish', 'legaci', 'transform', 'middl', 'presid', 'great', 'one']"
1009,"Having disappointed many supporters in his first term, he now wants to establish a legacy that will transform him from a middling president into a great one.",int,52.53,1,41,27,27.0,1.5185185185185186,"['disappoint', 'mani', 'support', 'hi', 'first', 'term', 'want', 'establish', 'legaci', 'transform', 'middl', 'presid', 'great', 'one']"
1011,"He talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",int,65.39,1,41,31,31.0,1.3225806451612903,"['talk', 'need', 'parti', 'find', 'common', 'ground', 'take', 'step', 'togeth', 'help', 'economi', 'grow', 'creat', 'job', 'critic', 'solv', 'debt']"
1012,"Reid, so often at odds with Boehner, also sounded conciliatory, saying: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House.",adv,51.86,1,51,36,36.0,1.4166666666666667,"['reid', 'often', 'odd', 'boehner', 'also', 'sound', 'conciliatori', 'say', 'look', 'challeng', 'ahead', 'us', 'reach', 'republican', 'colleagu', 'senat', 'hous']"
1013,"Reid, also sounded conciliatory, saying: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House.",int,57.95,1,43,30,30.0,1.4333333333333333,"['reid', 'also', 'sound', 'conciliatori', 'say', 'look', 'challeng', 'ahead', 'us', 'reach', 'republican', 'colleagu', 'senat', 'hous']"
1014,"The trouble will come when talks move to detail, with the Republicans wanting to protect military spending while the Democrats seek cuts.",adv,57.61,1,32,22,22.0,1.4545454545454546,"['troubl', 'come', 'talk', 'move', 'detail', 'republican', 'want', 'protect', 'militari', 'spend', 'democrat', 'seek', 'cut']"
1015,The trouble will come when talks move to detail: the Republicans want to protect military spending while the Democrats want cuts.,int,67.08,1,30,21,21.0,1.4285714285714286,"['troubl', 'come', 'talk', 'move', 'detail', 'republican', 'want', 'protect', 'militari', 'spend', 'democrat', 'want', 'cut']"
1016,"Obama has called for tax increases on households earning more than $250,000; Boehner has rejected any tax increases.",adv,53.21,1,28,18,18.0,1.5555555555555556,"['obama', 'ha', 'call', 'tax', 'increas', 'household', 'earn', 'boehner', 'ha', 'reject', 'ani', 'tax', 'increas']"
